*********************************************
* Combray
* Date/Time: 21-Nov-2015 16:22:59
* Seed: 214265.7905
* Subject Number: 31
* Subject Name: EF
*********************************************

Block	Phase	Trial	RunningTime	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
1	1	99	603.31		2	2	2		1	0		1.00		1.05		2.500000e+00
1	1	100	610.10		4	4	4		4	1		1.00		2.37		3.500000e+00
1	2	101	0.50		2	2	2		2	1		8.00		6.59		3.500000e+00
1	2	102	16.29		1	1	1		1	1		6.00		1.34		1.500000e+00
1	2	103	28.07		3	4	4		4	1		8.00		2.04		6.500000e+00
1	2	104	46.86		4	3	3		3	1		4.00		1.18		5.000000e-01
1	2	105	55.64		3	4	4		3	0		6.00		2.73		5.000000e-01
1	2	106	66.42		1	1	1		1	1		8.00		10.63		1.500000e+00
1	2	107	80.21		4	4	4		4	1		4.00		5.88		5.500000e+00
1	2	108	93.99		2	1	1		1	1		8.00		10.67		1.500000e+00
1	2	109	107.78		1	1	1		2	0		4.00		2.36		5.000000e-01
1	2	110	116.56		2	2	2		2	1		8.00		10.11		3.500000e+00
1	2	111	132.35		2	2	2		2	1		6.00		1.54		6.500000e+00
1	2	112	149.13		4	4	4		3	0		6.00		2.27		5.000000e-01
1	2	113	159.91		1	2	2		2	1		4.00		6.20		5.000000e-01
1	2	114	168.70		3	3	3		4	0		6.00		8.54		1.500000e+00
1	2	115	180.48		4	4	4		4	1		8.00		3.14		2.500000e+00
1	2	116	195.27		1	2	2		1	0		6.00		2.20		8
1	2	117	213.55		4	4	4		3	0		6.00		2.94		3.500000e+00
1	2	118	227.34		4	4	4		4	1		4.00		1.66		5.500000e+00
1	2	119	241.12		1	1	1		2	0		6.00		8.87		2.500000e+00
1	2	120	253.90		2	1	1		2	0		8.00		3.45		4.500000e+00
1	2	121	270.69		2	2	2		1	0		8.00		1.41		8
1	2	122	290.97		1	2	2		1	0		4.00		1.79		4.500000e+00
